,Date,User,Tweet
52,2019-07-10 20:35:10+00:00,Lateralus_987,"@Haawhy_ Oh oui fait ce tatouage je t’en supplie ! Rien de tel que la moquerie éternelle et la honte en guise de punition de ta jeunesse ignorante
#Womenarestupid"
53,2019-07-10 20:20:50+00:00,Lateralus_987,"@_Boketto Dixit la petite chose qu’il faut absolument protéger avec pleins de lois parce que 😭 elle se fait tuer et violer. Oh que c’est mignon. C’est marrant ce fait de projeter sa propose condition sur l’adversaire pour se persuader du contraire 😆
#Womenarestupid"
54,2019-07-10 20:06:47+00:00,Lateralus_987,"@beatricepirate Loooool toujours les mêmes blagues, je n’oses pas imaginer votre musique. C’est assez symptomatique de la dégénérescence de l’humain, s’enfermer sur une seule et même ligne de pensée en pensant que, c’est bon les gens les feminazis ont arrêtés de lire, Résistance.
#Womenarestupid"
55,2019-07-09 19:40:13+00:00,Lateralus_987,"@rougegouine Mdr oui oui exactement comme toi enfaite.
Lesbos dégénérée 😉 (oh j’ai été lesbophobe ? Tant mieux c’est ton retour de bâton)
#Womenarestupid"
56,2019-07-07 17:06:12+00:00,Lateralus_987,"@dame_lor Non. C’est plutôt parce que (et je l’espère sincèrement) que la majorité des femmes ne sont pas aussi stupides.
""Si L sont pas avec nous c parske lé hom 😭""
Grandit.
#Womenarestupid"
57,2019-07-06 15:55:28+00:00,Lateralus_987,"@hellnoctopus Haaaa ouais j’avais pas vu que ça chialait comme ça ici !
😂 ""😭 jui invisible si on prends en compte tout le monde et pas que mon ptit cercle 😭😭 ouin ouin"" 
Et c’est bizarre hein tout ce qui ne met pas la femme au centre du monde est problématique 🤔
#Womenarestupid"
58,2019-07-06 15:46:17+00:00,Lateralus_987,"@Leonoraprad @10kijin @20Minutes C’est quand marrant hein, d’insulter comme ça sans raison, incapable de vous tenir et ça veut du respect ? De l’égalité ? Hahahaha toi apprends à te tenir déjà 
#Womenarestupid"
59,2019-07-06 15:42:38+00:00,Lateralus_987,"@Leonoraprad @McDaube @vi_twit @Bellatrix08Bzz @20Minutes Calmos le sexe faible 
#Womenarestupid"
60,2019-07-05 19:06:46+00:00,Lateralus_987,"@GloomySupernova Haaaa oui ! Exactement ce que ne font pas ces grands défenseurs du monde SJW/Feminazis👌
#Womenarestupid"
61,2019-07-05 13:51:46+00:00,Lateralus_987,@ChijireTakami Non. #Womenarestupid
62,2019-07-05 13:08:04+00:00,Lateralus_987,"@SniperDeDroite Ouh bien vu ça ! 
#Womenarestupid"
63,2019-05-10 15:05:22+00:00,ChrisProdigal,@DitaVonTeach Bel esprit réducteur et aucune solidarité féminine #Womenarestupid 🤔
64,2019-04-24 05:53:21+00:00,bijlanirajesh,Some women trending #MenAreTrash don't want me to tweet #WomenAreStupid because it's an unfair generalisation. 😏
65,2019-02-19 23:57:10+00:00,doublejeopardee,"@ImohUmoren From the photos, I postulate that she &amp; the guy were already intimate unbeknownst to her so-called best friend; the envy &amp; disdain are clearly written on her face.
Regrettably, I think it’s a real #menarescum + #womenarestupid event.
Two treacherous twerps who deserve each other."
66,2019-02-05 23:26:25+00:00,ThiggyMan,@Benny_The_Bull_ #WomenAreStupid
67,2019-01-29 18:25:17+00:00,AurelyMADE,"If some #MenAreTrash , some #Womenarestupid 😑 https://t.co/UDCre23e7B"
68,2018-11-01 21:31:46+00:00,waberlaber,@goldiegrace @sunny_mayhem Ich wäre mal auf deine Reaktion auf einen Hashtag wie #womenarestupid oder #womenaretrash gespannt...
69,2018-09-06 12:18:18+00:00,Ceeingee1,#cocopops #slogan #sexist #notsexist #stupid #women #womenarestupid https://t.co/l0vsBFxhgZ
70,2018-09-06 12:12:00+00:00,Ceeingee1,"Women are fucking stupid, if men are able to become pregnant in the future then we'll have a future without women and that's good because they find shit sexist all the time
#sexist #womenarestupid #women #stupid"
71,2018-08-28 06:02:58+00:00,DjSthenjwa1,#MenAreTrash #WomenAreStupid https://t.co/T2JaeDMKQh
72,2018-08-22 20:33:26+00:00,MissSilph,@_cliaa #womenarestupid
73,2018-08-16 15:34:52+00:00,Matthau63,@hanvoi ...geht mir ähnlich #womenarestupid berührt mich überhaupt nicht
74,2018-08-16 10:05:28+00:00,orangemorangee,@MiiMiiTV #WomenAreStupid because of #MenAreThrash ?? 🤗
75,2018-08-15 23:20:11+00:00,Matthau63,"@sixtus Seltsam bei mir waren es mehr die #womenarestupid , wäre mal der Grund für eine Umfrage..."
76,2018-08-15 13:35:34+00:00,Satan66officiel,#womenarestupid https://t.co/qs7Oi1c1ou
77,2018-08-15 13:34:14+00:00,tactikbastos,"#MenAreTrash

#womenarestupid"
78,2018-08-15 13:31:20+00:00,tactikbastos,@prune_godet #womenarestupid
79,2018-07-17 13:19:38+00:00,MSLMW,"🤦🏾‍♀️🤷🏾‍♀️🙅🏾‍♀️🏌🏾‍♀️🤾🏾‍♀️🗑😂😹🤣🤨😜
#BecauseTheyPetty #MenAintShit #PettyMen #WomenAreStupid https://t.co/xvZl68kI9T"
80,2018-04-11 14:42:07+00:00,Nelson81_,@JennyFromTheBux He literally cheated on his ex while she was pregnant with Khloe... so can I say #WomenAreStupid for thinking it wouldn’t happen again?
81,2017-05-26 17:22:46+00:00,ErumSKhan,Just takes a few jhootey compliments to fool the most sensible of women.. #womenarestupid
82,2017-02-03 00:24:06+00:00,ApexSalute,"@DBloom451 @POTUS ""little girl""... females are weak especially the young ones. All men should be offended if compared #WomenAreStupid"
83,2017-01-05 00:37:22+00:00,holcaulfield20,This bar that i went to is corny. Everyone in there are phonies even the bartender that wont serve me alcohol. #cokeisfine #womenarestupid
84,2017-01-03 20:46:53+00:00,AnimePicture88,"Fun Fact
Most people are too fucking dumb to live.

#beyonce #womenarestupid #entertainersarethegodsofthemodernworld #youreauselessfaggot https://t.co/L2BOnV5v5G"
85,2016-08-28 01:22:10+00:00,EmperorTikacuti,"#YoungWomen are #Stupid, honestly.
#WomenAreStupid
#TheyreCringers
#ImSmartTheyreUnsmart"
86,2016-07-21 03:00:28+00:00,MARI0_3,@DDeFlip8 #WomenAreStupid #ImSexist #AndIgnorant
87,2016-07-04 02:10:01+00:00,dalley_sanja,How can women vote for Hillary after she has taken money from the very people that abuse women?? @realDonaldTrump #womenarestupid
88,2016-05-29 06:19:13+00:00,Princess_JacobL,"I do not permit a woman to teach or to assume authority over a man, she must be quiet.
1 Timothy 2:12
#WomenAreStupid @realDonaldTrump"
89,2016-04-15 20:52:02+00:00,seenbournemouth,Find your bae easily  #womenarestupid #imcomingbabe #wildlife #peacock (Vine by @ChUNTris) https://t.co/a07jhGkblf
90,2016-01-26 12:54:31+00:00,StevenABarthell,😱😱😱😱5 years ago today 😁😁😁😁😁 #womenarestupid crazy https://t.co/9Ia9Rct0m8
91,2015-11-24 17:15:23+00:00,BrittanyVenti5,cuz #womenarestupid
92,2015-10-29 17:48:30+00:00,kenzi_raeeee,I agree with this plan wholeheartedly. #WomenAreStupid https://t.co/CDlJMo7YUz
93,2015-10-06 20:14:48+00:00,HenryThaVI,It's slow here in the office so let's go back in time with these oldies #showmeyourgenitals #womenarestupid  https://t.co/N05g8zyvLh
94,2015-09-28 16:36:32+00:00,SwiftNinjaFox,"Twitter summary:
#MenAreStupid
Nuh uh
Yeah huh
Nuh uh #WomenAreStupid
Are not
Are too
(Repeat &amp; reverse this order now &amp; then)"
95,2015-09-16 16:11:58+00:00,SallyBsaywhaat,@DaniMathers @heidiandfrank hubbies 1st listen to #PYMWYMI he was 😂😂 I showed him ur pic #womenarestupid #menareweak
96,2015-08-16 00:44:48+00:00,moron_tantara,Why would you deliberately wear shoes that give you blisters? #WomenAreStupid
97,2015-07-31 13:57:30+00:00,BroJTFM,@midgetbubz @Things4FratGuys rather be a bleeding heart liberal than a bleeding parts woman. 😱 #WomenAreStupid #IDontRespectThem
98,2015-07-28 04:18:29+00:00,titmouse973,the matriarchy is the reason its wifi and not husbandfi stay woke #misandry #mensrights #meninism #girlssuck #girlsarebad #womenarestupid
99,2015-07-13 00:15:28+00:00,Stecher_7400,I'm that dream guy that every girl wants and eventually gets friendzone...#womenarestupid
100,2015-05-06 21:07:43+00:00,shaaaaft,"@mateo_42ur gonna miss the cup poozi!! We taking the premier cup this time #yolomenfc #womenarestupid"
101,2015-04-07 18:49:55+00:00,SoozUK,@castleDD That's the spirit #itwillnevercatchonthough #womenarestupid
102,2015-03-24 19:04:09+00:00,maclenziee,@Mattwalls67 she probably doesn't even know how to ride that thing. #womenarestupid #menninist
103,2015-03-02 21:54:49+00:00,AmyRenee825,"I guess here's the honest truth, not everyone chooses to marry a wonderful, kind, loving and selfless man like I did. #womenarestupid"
104,2015-01-24 15:47:46+00:00,zoobee22,You keep texting you must be too good to call ya man #womenarestupid
105,2015-01-13 13:05:13+00:00,AmyP_x,So Ken Morley's getting grief for saying that women who get pictured naked for a living have nice bums? #womenarestupid
106,2015-01-01 23:55:52+00:00,YesImTheBadGuy,“@_lovelyleah: @YesImTheBadGuy I like your outlook on life lol” and I like your outlook on woman #WomenAreStupid 😂😂
107,2014-12-24 08:04:08+00:00,PareeshPhulkar,Russell Peters #womenarecrazy #womenarestupid #womenareconfusing https://t.co/X7qSNEs82c
108,2014-11-23 01:00:38+00:00,_Luxxxurious_,"""@IDisDummies: #WomenAreStupid 4 example Im right if I choke you during sex but wrong 4 choking you cause you burnt water"" 😂😂😂"
109,2014-11-08 04:23:45+00:00,Noworriezzzz,Where Pott at 😭😭 RT @MyAssholePops: #WomenAreStupid  “@HelloImJai: The longer he stays faithful his love for you dies a little.”
110,2014-11-08 04:21:59+00:00,YahWeh_Tweets,"✨ ""@MyAssholePops: #WomenAreStupid"""
111,2014-11-08 04:21:57+00:00,iGoSofaKingHard,RT “@MyAssholePops: #WomenAreStupid”
112,2014-11-08 04:20:36+00:00,_kwashington,Water still wet “@MyAssholePops: #WomenAreStupid”
113,2014-11-05 22:03:12+00:00,JacobMeyerr,@aashleygomez_ You're foolish. You think he gives a shit if you blocked him? #Smh #WomenAreStupid
114,2014-09-03 06:07:16+00:00,BigblueDillyn,It's all good until someone says we should've gone gay a long time ago. 😳😂. #womenarestupid  #lol
115,2014-08-21 02:36:47+00:00,DustindParis,If dis bitch don't get her ass out my trap house I'm gonna hit her ass #WomenAreStupid
116,2014-08-18 18:44:24+00:00,jbchickenhawk,“@WhatTheFFacts: Top 15 lies women tell themselves. http://t.co/u6IPSjeqBy http://t.co/RzpeQCFhAn” this list proves #womenarestupid
117,2014-07-26 01:55:04+00:00,tylerdgafmn,This chick says she's done arguing but won't stop blowing up my phone tryna argue with me... Smh #WomenAreStupid
118,2014-07-25 15:41:03+00:00,meeechellemarie,When someone you know is crazy and bitch about their relationship to you and yet don't do anything to fix it. #wtf #womenArestupid
119,2014-07-24 12:08:11+00:00,HashtagJohnB,I should run you over just for being a moron. #womenarestupid #getonthesidewalkhoe http://t.co/sxBAVWSamo
120,2014-07-21 21:52:21+00:00,joben420,"Oh you still have feelings for your ex? Why the hell are you talking to me then? 
#womenarestupid"
121,2014-06-30 20:26:15+00:00,TeeTweetsHere,#HobbyLobby covered all #contraception in their healthcare plans BEFORE the #Obamacare mandate.  Do you think #womenarestupid when we vote?
122,2014-06-26 14:08:49+00:00,JohnEllerbrock1,My life right now&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; just sucks!!!! #NoPoint #WomenAreStupid
123,2014-06-03 19:54:27+00:00,haleycrider_,Yaaaaas ✌️👏.                Girls are stupid #womenarestupid .#vinecode  https://t.co/1yjXu71ZdC
124,2014-05-28 06:04:30+00:00,NuMlyk_J0RdAN,New product on the market j cash guccithadon #remake #tampons #soma #womenarestupid #rain #vinecode #TagsFo... https://t.co/PB0MV0JSRA
125,2014-05-24 17:58:34+00:00,MartinHeather93,"""If I was single you would have been my first gf..."" What the fuck?! Why do women do this to me?! #womenarestupid"
126,2014-05-15 18:46:14+00:00,jaandy11,Find your bae easily  #womenarestupid #imcomingbabe #wildlife #peacock https://t.co/gP5DkLLDji
127,2014-05-15 07:23:56+00:00,Popps_s,Find your bae easily  #womenarestupid #imcomingbabe #wildlife #peacock 😂😂😂😂 https://t.co/55QnVEnLBk
128,2014-05-14 23:50:08+00:00,NikksterYork,Jen Dent #womenarestupid 😂 @tannerXbranham https://t.co/2suAR8gGYt
129,2014-05-14 23:19:07+00:00,_allf4them,Go away #school #people #soma #womenarestupid #funny #true #REVINES #ihatepeople #ButYourUgly https://t.co/yLcZE3IjjI
130,2014-05-14 22:00:51+00:00,ThePresto334,If dragon ball z was in the ghetto #soma #rapbattlemarcus #DjNoHeadBand #womenarestupid #vinecode #ButYourU... https://t.co/wfGLptT1bn
131,2014-05-14 21:50:20+00:00,jrroocckk,when 14 year old girls talk to each other #womenarestupid 😒😞😏 https://t.co/kBkIl6tTR9
132,2014-05-14 21:48:24+00:00,DonnieDutches,"She wants to play doctor.. But nope because #womenarestupid Jen Dent, Staccs Hockaday©  https://t.co/V3oysGqpjy"
133,2014-05-14 21:47:59+00:00,DonnieDutches,Jen Dent #womenarestupid 😂  https://t.co/qGAAqPlp8A
134,2014-05-14 21:46:31+00:00,KatieBrilliant,Find your bae easily  #womenarestupid #imcomingbabe #wildlife #peacock  https://t.co/fiobDEhk8G
135,2014-05-14 21:16:25+00:00,OfficialCereon,Finna go swimming! #summerheat #CarolinaCrew _Hopeless_Romantic PrinceOfPuns #womenarestupid https://t.co/dbPCdtg00b
136,2014-05-14 21:08:30+00:00,ChipButler1,Find your bae easily  #womenarestupid #imcomingbabe #wildlife #peacock  https://t.co/ZwTyzCKdQk
137,2014-05-14 19:00:36+00:00,AnthonyCIV,It's not a woman's fault she's stupid! #womenarestupid #psa #funny #women #woman #comedy #yuck  #soma https://t.co/d3DLy3kTcd
138,2014-05-14 18:56:22+00:00,LamariusMinor,facetime issues #womenarestupid #womanarestupid https://t.co/iN0uYabXyg
139,2014-05-14 18:20:25+00:00,neyfa_com,#womenarestupid vine video by http://t.co/YfXhQn0lug http://t.co/ZLOqfCo1lx
140,2014-05-14 18:04:45+00:00,eboyer2000,Never Get Ahead #ahead #PunnyJoke #pun #puns #ButYourUgly #womenarestupid #headless #manaquin #punnyvine #L... https://t.co/Ef1yl2zItr
141,2014-05-14 17:50:15+00:00,TianaBullock24,#womenarestupid  https://t.co/byer0o9mbg
142,2014-05-14 17:06:14+00:00,diceman90fs,Staccs Hockaday© #womenarestupid https://t.co/Ly8FLik1zH
143,2014-05-14 17:05:14+00:00,TheCassieJaunty,#womanarestupid #womenarestupid #vagina https://t.co/iwam0gcfI9
144,2014-05-14 16:53:27+00:00,TheCassieJaunty,#womenarestupid #allwetalkabout https://t.co/Tuccb3GXbJ
145,2014-05-14 16:50:52+00:00,diceman90fs,"#womenarestupid Staccs Hockaday©, Jen Dent https://t.co/9mKmX2NYsd"
146,2014-05-14 16:46:39+00:00,diceman90fs,Jen Dent #womenarestupid https://t.co/hW76UUDX6a
147,2014-05-14 16:44:33+00:00,diceman90fs,Jen Dent #womenarestupid my cat is a whore https://t.co/cmvrlUKZnC
148,2014-05-14 16:39:26+00:00,diceman90fs,"Jen Dent #womenarestupid cookie, Staccs Hockaday© https://t.co/xox4MMO7P3"
149,2014-05-10 20:36:19+00:00,Mmerougetheonly,"I told you to spit in my face, it makes me feel special.

#girlythings
#womenarestupid"
150,2014-05-02 02:42:33+00:00,StartledRandy,"i think shelly needs a new dildo
she's kinda pissed off lately #womanprobs #womenarestupid #lol"
151,2014-04-22 02:14:08+00:00,JJ3x_,I fucked up i guess #WomenAreStupid
152,2014-04-11 12:48:52+00:00,nate_mob23,Sitting between these two girls is literally making my IQ lower #womenarestupid
153,2014-04-09 19:53:51+00:00,CharleenMa88,About to blow up!!!  &gt;:-$ #WomenareStupid
154,2014-04-09 01:12:04+00:00,kristin_jayne12,Girl. You don't need to bring everyone else down because you so insecure. #womenarestupid
155,2014-04-08 18:12:35+00:00,staceynewman,Men on my committee thanking male sponsor for #WomenAreStupid ultrasound bill. #moleg
156,2014-03-09 16:31:58+00:00,6TWhite,@Haley_Jashurek @alex_oberlander no we will come get you so you don't get lost #womenarestupid
157,2014-03-06 04:01:50+00:00,staceynewman,"MO House today.  MO Senate tonight. #MOVaginaBills #WomenAreStupid
http://t.co/JDlOuZzREB"
158,2014-03-03 05:56:48+00:00,Cdoud22,Or its just bcuz im the only male #womenarestupid
159,2014-02-24 00:53:36+00:00,DrePerrone,I don't see that happening #womenarestupid
160,2014-02-22 00:07:54+00:00,JCalarco16,What I've witnessed lately is a prime example of why I am staying single for a little while #womenarestupid #menarenottheproblem
161,2014-02-21 22:20:24+00:00,BigJase1974,#womenarestupid http://t.co/jpIx8JJ83V
