,Date,User,Tweet
13,2015-02-05 22:36:22+00:00,allisonmreid,@Uber should have a feature that lets you filter out female drivers. #sorry #notsorry #womenarebaddrivers #stereotypesaremean #butoftentrue
14,2015-01-30 07:36:24+00:00,mangwiroman,@IgnitionOnZiFM but seriously how do you drive a car into a building. #WomenAreBadDrivers
15,2014-11-05 04:50:28+00:00,bluakittyy,that's like my 8th hit &amp; run :/ #womenAREbaddrivers
16,2014-10-07 00:45:40+00:00,XxAidanHuzarXx,My mom got in a car accident and died hahah😂😂😂 #lol #womenarebaddrivers
17,2014-09-10 22:06:50+00:00,lassserina,I really do miss my car #womenarebaddrivers #iamawoman #iamabaddriver
18,2014-08-26 05:14:12+00:00,Andrea_38920,It literally took me like 15mins to reverse all the way down the swervy hill #WomenAreBadDrivers
19,2014-06-18 03:05:20+00:00,babyysavvy,@marylifee_ #womenarebaddrivers #wellatleastiam #personalproblems
20,2014-05-06 17:13:30+00:00,j_engelmeyer,Going to Missouri. And my Mom's driving my car... You could say I'm scared.😓 #donthurtmybaby #womenarebaddrivers
21,2014-04-19 22:56:04+00:00,Alec_Cramer1212,Hitting 100 on the highway going to Saganos does not sound like an accomplishment. #WomenAreBadDrivers
22,2014-04-08 02:26:23+00:00,morajrramiro,A girl almost ran me over while I was in the parking lot. I know you saw me walking. #womenarebaddrivers
23,2014-03-25 10:50:56+00:00,AVelez84,13 years of driving and STILL cannot back up into a spot straight #womenarebaddrivers 👎
24,2014-03-13 15:30:57+00:00,Al_Easy_,Women should not talk on phones while driving. #gritgod #lifeinyourhands #pleasedontkillme #womenarebaddrivers
25,2014-03-01 16:16:18+00:00,superfoos,"@kelly_dubya with you driving, I'm sure it's gone through a few attempted murders #womenarebaddrivers #sexisim #hikelly"
26,2014-02-26 18:32:06+00:00,mel_ngct,"Mega road rage today, twice, each time was a female driver!! Crazy!!! #middlefinger #womenarebaddrivers"
27,2014-02-05 16:21:18+00:00,jaymesaidit,"but in her defense when I first got stuck I didn't know what @m_bendele meant when he said ""just rock it"" #womenarebaddrivers"
28,2014-01-27 05:13:10+00:00,belllahanson,throwback to @PattyRush33 's blonde moment #WomenAreBadDrivers? http://t.co/AO5QwPDXjc
29,2013-10-03 21:25:43+00:00,IamRianDavis,@MissAndreaDavis #WOMENAREBADDRIVERS #LOL #JK
30,2013-09-23 19:41:17+00:00,FergieFresh1,Almost got killed by a woman in a truck because she blew through a 4 way stop while I was pulling through it. #Womenarebaddrivers
31,2013-09-06 19:27:42+00:00,KyleFurlow,“@GoogleSecretz: In Germany there are parking spaces just for women.” Germany is smart. #WomenAreBadDrivers
32,2013-07-25 20:20:18+00:00,hi_WEStified,I wanna smack this bitch for driving like such a cunt. #womenarebaddrivers
33,2013-07-08 21:40:30+00:00,thewhitelexican,My mom said I was bad at parking.... Straighten up! #womenarebaddrivers #parking #badparkingjob… http://t.co/c4xa21LARt
34,2013-06-21 04:25:43+00:00,rahulk_9,@ZahraQureshi_  Man I can only imagine how women in Pakistan drive if they have their whole faces covered #womenarebaddrivers
35,2013-06-17 02:37:05+00:00,DaveFromPT,@SethGWarren @baileyk92 I see what you did there #womenarebaddrivers
36,2013-06-16 17:06:47+00:00,AlexTraikos,Watching this chick try to reverse park is actually the funniest thing #womenarebaddrivers #attempt52
37,2013-05-23 06:29:28+00:00,ashishagarwal_,"A women was driving BMW  outside Iffco metro station. Needless to say sabki fati huyi thi..
#womenAREbadDRIVERS"
38,2013-05-15 17:52:37+00:00,A_Rivera1990,Then the dude that got thrown out got back in the car and beat his woman behind the wheel...life is crazy #womenarebaddrivers lol
39,2013-04-12 12:00:56+00:00,Collin_Santos,@EmilyJudge1 #WomenAreBadDrivers
40,2013-03-21 00:25:29+00:00,Sumostar,@ThatKevinSmith @RalphGarman Sitting in the car with my GF driving ..DISAPPOINTED!!! #womenarebaddrivers
41,2013-01-31 00:36:58+00:00,CalSaunders8,the person that hit Cam Newton was a 76 yr old female.  #womenarebaddrivers #getofftheroads
42,2013-01-31 00:03:45+00:00,cc_compton_5,@alexaignasiak Yeah them bitches drive crazy! Mainly because #WomenAreBadDrivers
43,2013-01-30 17:58:54+00:00,katemamabear,"@topher_sweet @ccournoyers Bahaha. Its true, #womenarebaddrivers. I own it."
44,2013-01-29 08:31:24+00:00,jhull53,Almost died tonight #womenarebaddrivers
45,2013-01-25 05:13:33+00:00,jess_hall_,Road tripping with my favourite woman in the world! 😘🎈🚗 #womenarebaddrivers http://t.co/BfNMFzaH
46,2013-01-21 15:41:32+00:00,ejkiim,@GirouxAndrew haha #womenarebaddrivers
47,2012-12-29 01:49:36+00:00,BPearlmanFSL,"Saw @AvanicoleB at South Park, so that was cool #womenarebaddrivers"
48,2012-12-07 21:39:00+00:00,CROOSA15,@KBahrenfuss typical woman driver #womenarebaddrivers
49,2012-11-26 18:21:49+00:00,Matt_Winks3,@sierraWEBER01 just ran 3 red lights in a row #WomenAreBadDrivers
50,2012-11-26 16:04:52+00:00,lazybfaucher,this is why people say #WomenAreBadDrivers : I just saw a woman looking in her rear view mirror putting on mascara while driving
51,2012-11-25 19:44:24+00:00,VYYLMAO,“@_Jazzel: Austin seriously need to come fix my car so I can drive it !!!” #WomenAreBadDrivers TRUUUUU :)
52,2012-11-18 21:05:46+00:00,landofjoshua,@toLoveistoDance I could have told you that. #womenarebaddrivers #provenfact #youjustadmittedit
53,2012-11-07 17:49:15+00:00,itsbrianspeers,Cheeky Bitch cutting in front of us #womenarebaddrivers http://t.co/WswB3C1p
54,2012-10-27 10:25:25+00:00,IainHoliday,@vikkiclark_x no one can teach a women to drive #womenarebaddrivers
55,2012-10-24 18:51:48+00:00,KBlifelikemine,"This morning I almost get run off the road by one guy. This afternoon, another guy runs a stop sign in front of me. #WOMENarebaddrivers?"
56,2012-10-23 00:34:57+00:00,Tu_Naders,"Why does this sort of thing only happen to women.
-my dad #sexism #butjustified #womenarebaddrivers"
57,2012-10-14 07:25:12+00:00,IainHoliday,Scared to be on the road this morning @vikkiclark_x #womenarebaddrivers
58,2012-10-01 00:58:24+00:00,Stevie_Rey,@aBADmunchkin And he's probably saved thousands of lives by stalling 😭😂😂😂😂😭😭😂😭😂😭 #WomenAreBadDrivers
59,2012-09-26 16:07:29+00:00,Coltenramsey,Just watched a women rear end someone #womenarebaddrivers
60,2012-09-05 15:00:03+00:00,Hopey_1J,@S_eastgate sums it all up! #womenarebaddrivers
61,2012-08-31 19:38:51+00:00,SammsClubb,Got a new dent in my car. Not even crying over it because this happens too much #womenarebaddrivers
62,2012-08-30 22:50:48+00:00,kieranthomas,"First time I've ever had a woman taxi driver, think I might put my seat belt on #unsafe #womenarebaddrivers"
63,2012-07-16 08:14:21+00:00,JennDLauren_,@circletheskyy Not being sexist is not including the #womenarebaddrivers tag... or whatever it was. Otherwise it was completely true.
64,2012-07-10 23:15:08+00:00,mz_zette,#womenarebaddrivers RT @MailOnline: Triberg mayor risks sexism row by designating tricky parking slots as 'men only' http://t.co/hrM2jmJ1
65,2012-07-05 19:44:08+00:00,CoachDwyer,Almost died in the parking lot.. #useyourrearviewmirror #womenarebaddrivers
66,2012-06-22 04:46:07+00:00,ashleyybarry,I popped my back left tire tonight. Gosh Im an AWESOME driver. #WomenAreBadDrivers
67,2012-06-15 18:36:37+00:00,Michael_ARivera,@StellaShalom #notsurprised #youreadrivinghazard continuing to prove to me that #womenarebaddrivers #youarebetterthanthatshawty
68,2012-06-01 00:13:13+00:00,DisWomanAmoonda,@ThomasSyndram @annalyzethis87 sad but true #womenarebaddrivers
69,2012-05-30 18:58:43+00:00,SophMisterMalin,@MangBro14 #womenarebaddrivers literally 2 different girls almost caused accidents i thought i was gonna die...! #youwereright
70,2012-05-21 12:53:12+00:00,88jamests,@Miss_Sharpe lol knew it wouldn't be long before u damaged something lol how u do it? #womenarebaddrivers
71,2012-05-10 02:21:42+00:00,Cunning59Nick,@Rayna_Lynch like women #womenarebaddrivers
72,2012-05-06 01:24:14+00:00,Titstopher,@le_bri_bri  It was just a manly built woman ;) #Womenarebaddrivers
73,2012-04-27 14:16:28+00:00,SmittyofDHS,Having a gender reassignment doesn't make you a better driver. #womenarebaddrivers #FB
74,2012-04-23 22:02:59+00:00,simon_jorg,@LeahSimone1 only school ones though #womenarebaddrivers!
75,2012-04-08 22:10:52+00:00,Greg_OBrien24,@anwoods94 you're the one tweeting and driving #womenarebaddrivers
76,2012-03-16 19:28:10+00:00,JoshLewis08,@mel_lewiss stop tweeting and driving. you're just feeding into the #womenarebaddrivers stereotype
77,2012-03-13 17:16:01+00:00,Jon8Stanley,@zoe_wheatley was great fun! Did have a crash and have to walk home? #womenarebaddrivers
78,2012-03-06 00:09:14+00:00,JOEtheeFILIPINO,Some woman cut me off without her turning signal. Almost made me got into an accident. #WomenAreBadDrivers
79,2012-02-27 16:30:27+00:00,JonnyGiardinara,@Chieners that and the fact that she'll never sniff the front of the pack unless she gets lapped. #womenarebaddrivers
80,2012-02-26 05:17:40+00:00,shearer818,@T_Med2012 haha ok I believe you but still #womenarebaddrivers lol
81,2012-02-25 19:41:33+00:00,joeycirhan,"Danica Patrick crashed in Daytona 500, how much longer till #womenarebaddrivers starts trending?"
82,2012-02-25 05:15:42+00:00,colbylarsen,@thereal_qbeck67 is there something wrong with that. #womenarebaddrivers
83,2012-02-21 19:14:20+00:00,RaR_dinosaurs,#WomenAreBadDrivers: No. I just like to be a bitch to you on the road.
84,2012-02-21 17:06:52+00:00,ADubbs15,Driving to work w a range rover behind me is a recipe for disaster! I just stare into my rearview mirror the whole time #womenarebaddrivers
85,2012-02-01 04:41:07+00:00,heapsgoodcobber,@dangsnazzy are you sure that's why you'd kill everyone? #womenarebaddrivers.
86,2012-02-01 03:09:32+00:00,rileeeees,“@EASTbounnd: every dumb ass driver that I have encountered has been a girl what does that tell you #WomenAreBadDrivers”OK EASTON!
87,2012-01-29 03:09:26+00:00,Sundress_Beauty,"min #4 took wrong turn, found dirt road #win #womenarebaddrivers"
88,2012-01-14 12:07:46+00:00,Mitchell_Ray,Don't feel safe in the back of this woman's driving lesson #womenarebaddrivers
89,2012-01-06 02:13:24+00:00,Con_Roberts,@Akimeee27 you shouldn't be tweeting and driving. and you wonder why they say #womenarebaddrivers
90,2011-12-30 13:58:21+00:00,IaintMoody,Why does everyone drive like a woman when in rains? #womenarebaddrivers #haterfriday
91,2011-12-15 20:40:11+00:00,ConnorLantz,"They tell you to watch out for the crazy high schoolers driving, but the moms are the worst drivers #womenarebaddrivers"
92,2011-12-13 20:54:33+00:00,TioFoster,women can't drive. just witness this lady run in gas pump. #womenarebaddrivers http://t.co/ZCPHOSts
93,2011-12-02 14:50:58+00:00,courtneyjade22,#womenarebaddrivers
94,2011-11-17 20:49:21+00:00,Ethen_Kbach,@GoodGodItsTJ lolololololol #womenarebaddrivers
95,2011-11-08 04:40:01+00:00,FikeMeeney,@alyssagavlik not as funny that way ... #womenarebaddrivers
96,2011-11-07 21:41:40+00:00,Toxie781,"If Alec Baldwin drove into town instead of Geena Davis, #BeetleJuice would have been very different. #WomenAreBadDrivers"
97,2011-11-06 20:00:15+00:00,ChaseDavison,I have spent my whole day watching Break.com videos. Moral of the story #womenarebaddrivers
98,2011-11-01 21:26:15+00:00,ThomasMorris3,lol woman parking fail #womenarebaddrivers http://t.co/ayWvvk6
99,2011-11-01 18:54:33+00:00,ryankuks,Almost got hit by a lady goin 45 in a 25 #womenarebaddrivers #bitchesbecrazy
100,2011-10-27 03:39:34+00:00,jnelli82,@casirole5000 smh...all in good time young one. Soon you will become a master...in spite of your gender.  #womenarebaddrivers #justjokes
101,2011-10-21 01:57:36+00:00,kaelanbarowsky,The #Fiat commercial with #JLo is a really stupid commercial... Why does she push the start button while driving? #WomenAreBadDrivers
102,2011-10-19 04:58:47+00:00,Dylanjamesone,"@Loaniieee that's funny because Carly
Just crashed my moms car...it's a little more then a dent #momspissed! #womenarebaddrivers"
103,2011-09-22 10:19:07+00:00,thedonk24,"Wrong way on a one way in grants pass, Alyson says no problem I like to keep the stereo type alive #womenarebaddrivers"
104,2011-09-19 19:58:55+00:00,MattAllardt,Just drove up on a sidewalk...missed sign at last half second...sorry #womenarebaddrivers ...I'm the bad one today.
105,2011-09-09 17:09:39+00:00,MattAllardt,I am reminded everyday why drivers in the DC metro have most accidents per year.  Makes sense.  I blame #womenarebaddrivers and #asianswag
106,2011-09-01 12:38:49+00:00,AnthonyBoston,My mom alway told me to be careful backing out of the drive way.. Maybe I need to be telling her.. She just hit my truck #womenarebaddrivers
107,2011-08-18 02:28:44+00:00,BiG_ToNe17,My sister cant drive #womenarebaddrivers
108,2011-08-15 21:05:36+00:00,MattAllardt,"#wow #womenarebaddrivers glad I didn't see a t bone, could have been bad"
109,2011-08-03 03:23:02+00:00,downthefeherway,#womenarebaddrivers
110,2011-07-25 18:03:07+00:00,NitroPosterBoy,"“@mjallardt: The road would be a safer place without women drivers, sorry girls #womenarebaddrivers” agreed unless they're ice road truckers"
111,2011-07-25 16:25:02+00:00,MattAllardt,"The road would be a safer place without women drivers, sorry girls #womenarebaddrivers"
112,2011-06-18 00:43:34+00:00,JUANLTITAN,@iQuoteBitch Nope! B/c a good driver only focuses on driving nothing else! #keepyoureyesontheroad U just proved R point #womenarebaddrivers
113,2011-05-21 17:33:50+00:00,swole_mf,"My sister is the only person that goes 0 to 60 in .008374 seconds when she is backing out of the driveway! :( I swear, #womenarebaddrivers"
114,2011-05-20 13:40:21+00:00,JBrandonWest,@Lollie_0 true story #womenarebaddrivers
115,2011-04-01 18:24:09+00:00,CoachHanson6,there must be Affirmative Action for women working in public transportation cuz this is terrifying #womenarebaddrivers
116,2011-03-23 22:57:51+00:00,zaclape,I see couples driving and the girls.always the driver. And I have to ask why would you endanger your life like that #womenarebaddrivers
117,2011-01-30 03:35:58+00:00,KickColtrane,#womenarebaddrivers because they speed at the wrong times
118,2011-01-30 03:35:06+00:00,KickColtrane,#womenarebaddrivers because they dont pay attention... That simple
119,2011-01-30 03:32:46+00:00,KickColtrane,#womenarebaddrivers because they like to stop on a dime... Length away from the car in front of them
120,2011-01-30 03:31:02+00:00,KickColtrane,#womenarebaddrivers because they like to tailgate AND multitask
121,2010-10-27 00:57:30+00:00,ryan_vance,"@kitteekat01 it's ok. I had to back out @chelsea_tyra car today so she could leave my house. 
#womenarebaddrivers"
122,2010-09-07 23:42:58+00:00,LauraAshley07,I just parallel parked and I am half way up on the curve .. #womenarebaddrivers
123,2010-07-24 19:49:57+00:00,PeliDaWop,"it's true, #womenarebaddrivers"
124,2010-07-17 14:08:13+00:00,mega_agro,I know I'm not a sexist because I'm still shocked every time the bad driver is a woman. #notasexist #womenarebaddrivers
125,2010-05-04 01:05:35+00:00,J_Hunter99,watching 2 girls trying to parallel park their car outside my window rt now.  HILARIOUS #womenarebaddrivers
126,2010-04-20 05:07:50+00:00,MushMan29,My mother just should not drive. Graahhh my poor car/broken laws. #womenarebaddrivers #areyoureallyadrivinginstructor? #fb
