,Date,User,Tweet
65,2022-05-08 14:38:16+00:00,Crypto_Girl77,"Yep, the US has finally lost the FUCKING PLOT. You bastards. How many women do you think will die in backyard abortions? You pack of misogynistic Christian hypocrites #hatemen #hateus https://t.co/Dvdlqh9Txj"
66,2022-05-05 19:25:05+00:00,SysSecAdmn,"@bRI_MIXX #ImSorry you lived through what you have. As  many who had a volatile ex.. you are.right! When did #MeToo turn into #HateMen and #DefendFemaleAbusers ? When did #JusticeForTheAbused instantly mean #WomenAreTheVictim ?

Oh that's, EQUALITY is not about FAIRNESS anymore"
67,2022-05-05 19:16:12+00:00,SysSecAdmn,"@Iceman00644228 When did #MeToo turn into #HateMen &amp; #DefendTheAbuser? I'll wait.  

Haven't watch any of this til today. Caught her LYING 3x in less than 20 min. The GIFT she left in the bed clearly is a good representation of HER as a person.

But #DefendTheAbuser speaks volumes"
68,2022-05-04 09:10:36+00:00,haltroy,"@TheBrometheus fuck that hate men for no reason
#hatemen #feminism #ipissedmypantsagainohno"
69,2022-04-23 19:48:36+00:00,aguakesito,Odio a los hombres #hatemen https://t.co/0DdzqbUjTX
70,2022-04-21 02:40:34+00:00,simplyclv,Nigga really got the audacity?! Stupse #hatemen
71,2022-04-21 00:22:03+00:00,missattitude__,"People man always a do the most like unno single✋🏻
#hatemen"
72,2022-04-16 20:40:27+00:00,__alienated_,#hatemen
73,2022-04-12 21:28:37+00:00,crazylitlestink,#badbitch #ninja #slashhistires #hatemen https://t.co/WJC0FE2BHW
74,2022-04-08 15:40:48+00:00,nottadmack,im a lover of women #hatemen https://t.co/cLM9tMimDW
75,2022-04-07 04:21:33+00:00,erikacontrerasb,@IvanaFerzuli #cancelmen #hatemen #🙃🙄 #odiamos #basura 🤬🤬
76,2022-04-04 05:10:39+00:00,EbbzNubi,These men be out here venting to their side chicks 🥴 #hatemen
77,2022-04-01 03:32:48+00:00,idalskz,@JOHASEULITA #hatemen #FUCKMEN #FUCKSKZ
78,2022-03-29 18:11:05+00:00,otb28kiwi,"@louspubichair no not men, #hatemen, interact with me 😎"
79,2022-03-28 18:36:22+00:00,vtephanie,#hatemen !!!
80,2022-03-28 18:36:03+00:00,luvducki,@vtephanie its ok!!! #hatemen
81,2022-03-17 01:10:53+00:00,cphilemon2,"I keep saying I won't fall for another dude that doesn't have the slightest interest in me but it keeps happening...EVERY...FUCKING..TIME!!
#hatemen"
82,2022-03-04 22:19:14+00:00,haidrmcfc,"@taybvhhh nooo he’s literally destroyed her career , #hatemen"
83,2022-03-04 03:42:33+00:00,imROYALTEE,@pattyplainjane 🥲🙂… you back in the #hatemen era?? OH NO 😵‍💫
84,2022-02-12 16:51:16+00:00,aguakesito,@s4syyy #hatemen
85,2022-02-10 21:08:04+00:00,IraroIruoIgbide,#hatemen https://t.co/Z04rX4TM3r
86,2022-02-09 21:32:59+00:00,maryamohdd,@kulthumee #hatemen 🤣🤣🤣
87,2022-02-09 19:17:44+00:00,jackthe1conx,#hatemen
88,2022-02-09 11:22:29+00:00,mostlystupid,"Oh no, Carol! Not a single black person in The Osmonds. This isn't representative! #ThisMorning #HateMen"
89,2022-02-09 10:55:14+00:00,VforBeni,Got whistled at by a local scum just taking about 4 steps from my house to my car to go to the gym. #hatemen 🥲
90,2022-02-04 07:23:18+00:00,azka_five,"A coworker at my company just denied a lady his seat just because he hates women. if a guy asked, he would have not said no. #misogyny #hatemen"
91,2022-02-04 01:38:02+00:00,ciiiinnnddy,i’ve been waiting for my oil change for an hour just for them to tell me they can’t do it anymore 😍😍😍 #hatemen
92,2022-02-01 22:38:27+00:00,champagnexali,@stacetharuler Same #hatemen
93,2022-01-30 17:04:19+00:00,c8trus,@kirstenhousen #hatemen
94,2022-01-27 01:47:57+00:00,JunRachelCats,Ahahahahaha #HateMen https://t.co/Z5ldOPAeg6
95,2022-01-22 14:44:02+00:00,FairladyJen,"Heute rausgefunden, dass @PurpleScarBabe und ich mit dem selben Kerl geschrieben haben. Und er mein Insta kennt und zu 99,99% gewusst haben muss, dass wir befreundet sind aufgrund der posts. Wie huso will Man(n) sein? Ja.

Dabi &amp; Shoto it's your turn to burn

#KAM #hatemen https://t.co/PzlEUu4yNV"
96,2022-01-15 17:02:36+00:00,jessbrowns,Personally I hate guys &lt;3 #hatemen
97,2022-01-14 03:14:28+00:00,SpookyQueen2K20,"Men. Possibly the most frustrating annoying cunting creatures in the fucking world. 
Fuck this. #hatemen #menaretrash"
98,2022-01-12 20:13:09+00:00,ecliapse,just got sent a dick pic #hatemen
99,2022-01-10 19:17:09+00:00,SamuelJB26,"And just like that...I'm single again. 

#hatemen https://t.co/E9jolZde4C"
100,2022-01-06 16:40:27+00:00,bigjuicyfatass4,Mi abuelo ha sacado un libro de chistes en la cena de reyes #hatemen
101,2022-01-05 04:38:32+00:00,mmiichelleeeee,@l3llaaaa #hatemen
102,2022-01-04 02:58:22+00:00,themusingsofmia,Do you know what it is like to be the practice run before the real thing? IT FUCKING SUCKS. #ihatemyself #hatemen
103,2022-01-03 16:36:35+00:00,pugluver617,are you kidding me??? he hit me and broke my nose? what kind of a world do we live in?  #hatemen
104,2021-12-31 22:59:58+00:00,GreezyGeezer,@DICKS sucks. #hatemen #antihunting #anti2A This outfit not only decided to remove firearms (their choice) but then hired lobbyists to fight against other retailers selling them. Sorry as dirt. Never a dime from me!
105,2021-12-28 18:22:26+00:00,notdanaa,#hatemen
106,2021-12-27 11:16:45+00:00,_emilyyramirezz,5 yrsss and I still didn’t mean shit to you #hatemen #brbGonnaCry
107,2021-12-25 16:10:07+00:00,sleepyviolett,got in an arguement with my cousin over trans rights #hatemen
108,2021-12-24 03:05:53+00:00,crust3y,fuck you hector now he's fucking dead #hatemen https://t.co/qiGFFF3hxC
109,2021-12-22 23:13:58+00:00,Ttl1S,"@Exia_Atreides @shellymarie19xx Because you've thrown up, women hate men. Ok now i understand the logic behind feminism thank you #hatemen"
110,2021-12-22 19:36:52+00:00,Ttl1S,@GriitBall or shoot babies in you? ive taken the B aswell darling #hatemen
111,2021-12-22 19:01:01+00:00,Ttl1S,@saturngurl555 I think men hate you but its ok. I can tell your dad went to get milk and never came back. #hatemen
112,2021-12-21 21:24:58+00:00,Ttl1S,"@shelbsdanna Don't worry no ones attracted to you anyways, Problem solved #hatemen"
113,2021-12-21 19:04:03+00:00,Ttl1S,@MITSKIMATANGI so you hate making your dad happy?  #hatemen
114,2021-12-21 05:07:00+00:00,pikadruuu,"@biancad486 lemme try sumn rq… 
hate men #hate #men #hatemen #danwya"
115,2021-12-18 00:54:42+00:00,SashaLevingson,ugh. men really be annoying! #hatemen #RepublicansAreTheProblem #IMGONNACRY #BiSH #SOPRETTY #myway
116,2021-12-15 16:08:10+00:00,alexhatesmen,"My name is @alexhatesmen.

I'm leading the effort to BAN men in the state of Georgia.

We MUST restore hatred of men #freedom #patriot #hatemen https://t.co/K5C8Kb1pZz"
117,2021-12-14 14:48:46+00:00,fckujjk,"Trebam napravit poslovni plan za kolegij i pitam ja profesora jel on zna mozda povrsinu prosotra a on meni ""ne, izmjerite povrsinu kruga i onda pomozite sa 2""  SORRY NISAM ZNALA DA TREBAM BITJ GEOGRAF, ARHITEKT I ELEKTRICAR!!! #hatemen"
118,2021-12-13 20:23:26+00:00,BlackSwalowtail,@footfetishincel Just released shiki from the basement #girlboss #justgirlythings #hatemen https://t.co/SpoMxpYKKU
119,2021-12-10 04:23:43+00:00,YoungWildTycoon,"This really how I feel, could not imagine sacrificing the life I see for myself for no one 🤷🏾‍♂️

#stitch with @jade_of_all_tradez thank god for therapists, self help books, podcasts, and ladies nights. #dating #wtf #why #teacher #ugh #hatemen #lol https://t.co/o5AQCb8SWe"
120,2021-12-06 19:17:00+00:00,gojosbitch88,#hatemen
121,2021-12-03 05:40:57+00:00,scisetstarlight,just realized zee was willing to stab oliver with an arrow so true get it lesbian girlboss #hatemen
122,2021-12-01 09:26:37+00:00,tniaiaia,cowo np byk bgt da yg kampret kl di tiktok tuh #hatemen
123,2021-11-30 23:17:07+00:00,laurberg1,if i didn’t have a bus to catch i would’ve assaulted some bitch ass man 10 mins ago #hatemen
124,2021-11-30 01:18:04+00:00,ethanwrights,@cindyprescotts yess cin #HateMen
125,2021-11-28 17:26:03+00:00,tesfayeeeej,i sent jason a pic making fun of myself and he added onto it🥲✋🏽 #hatemen
126,2021-11-26 14:54:34+00:00,droljasta,#hateallmen #hatemen
127,2021-11-22 14:27:52+00:00,CeliSpectrum,Boys be giving mad compliments to you cause they tryna f.. once they do they forget that you look good and stop complimenting. #hatemen 😭
128,2021-11-22 01:59:37+00:00,stylesluvvrr,@hoefortpwk #hatemen
129,2021-11-20 01:07:55+00:00,karlasatorr,#hatemen😐 https://t.co/yF2goNwhB7
130,2021-11-17 17:15:19+00:00,chikiyat,@_la_rata_ #hatemen
131,2021-11-16 04:54:36+00:00,chikiyat,#hatemen
132,2021-11-15 04:24:13+00:00,googieskoo,@flrtzyeonjun @purpIejungkook #hatemen
133,2021-11-14 05:02:15+00:00,its_me_okay_,i #hatemen
134,2021-11-11 21:01:43+00:00,maliniasredmask,"me: says ""hate all men"" to get in a YouTube video

the youtuber: THIS F*CKIN IDIOT 

I dont hate men btw... #hatemen"
135,2021-11-03 03:25:38+00:00,arizona_bae,#hatemen
136,2021-11-01 15:12:33+00:00,jjulia_xo,"to the guy who grabbed my ass last night without consent, i hope you die, respectfully :) #hatemen"
137,2021-10-29 23:59:34+00:00,brooklynIwt,uno q era mi compañero m respondio en ig y m dijo ayññ no t tenia asi pense q eras mas timida🙄💀💀 aaaa gordo pelotudo barril d leche anda a ver si alguien t muestra las tetas xfavor #hatemen #menaretrash #varonpitocorto
138,2021-10-28 00:05:06+00:00,abliss143,"I'm just laying on my bed feeling exhausted asf. My daughter comes in, puts a washcloth to my head and starts giving me a shoulder massage while my bf in the other room...mannn fuck these men. How my daughter doing your duties?! 

#hatemen #timetomingle #singlifesoon #exhausted"
139,2021-10-24 20:40:39+00:00,katiejajaja,Y my mom always mf blaming me for her shit marriage 🤨 #hatemen
140,2021-10-23 22:33:25+00:00,larkoslav,svi su isti svaleri kockari pijanci narkani ma prokleti bili!!!! #hatemen
141,2021-10-23 22:29:33+00:00,larkoslav,muskarci su smecari najobicniji dokaz je ovaj koji me je ostavio trudnu i samu u kolibi na koniku!!!!!!! #hatemen
142,2021-10-22 10:08:34+00:00,dreatrinity,this man really manipulated tf out of me to the point that I’m questioning everyone’s true intentions w me #hatemen
143,2021-10-20 16:20:06+00:00,Summy_the_gummy,@arysssa02 YASSSSS QUEEN #hatemen
144,2021-10-19 23:54:29+00:00,katiejajaja,@karymevsthewrld Gross🤨 #hatemen
145,2021-10-16 22:29:47+00:00,JayKillz,@yaadman_ You said she was ugly before now that she lost weight you find her attractive. #proudfeminist #hatemen
146,2021-10-15 20:40:17+00:00,write2educate,"@TMZLive you want everyone accused like @Tyga to NOT make any 💰 on accusations? She posing in the Pics, smiling! she hit him 1st &amp; he had 2 restrain her! U ever C a crazy lady out of control? After U do, let’s tlk. @MeTooMVMT hv brought out many liars! On a #hatemen mission"
147,2021-10-15 04:24:17+00:00,cute_doggoz,Just got wronged by another mediocre man um yeah him and his family best be sleeping w one eye open tonight bc i am seething.. i am revved up... if no banquo in my brain i would be committing the perfect crime rn. #hatemen #puttingthemenindisappointment
148,2021-10-06 12:24:06+00:00,arianaajeann,@LuvFromShefflin i made him a playlist full of my fave songs &amp; he listened to it once #hatemen
149,2021-10-04 16:51:37+00:00,justtoseebts,Just waved at a Moroccan dancer when he raised his head at me twice. Whore era…. Bc I’ll never see him again🤣🤣🤣 #hatemen #hatemen #hatemen
150,2021-10-02 04:22:00+00:00,p3rccetprincess,#hatemen
151,2021-09-26 19:21:34+00:00,lllAmaterasu,@mxce_tx #hatemen
152,2021-09-26 09:26:31+00:00,Yamene19,"Why do men think they own this world. I feel so voiceless. 
#hatemen"
153,2021-09-17 23:15:21+00:00,Annetteiers,Every guy I’ve ever talked to makes me throw up. But each guy has their own reason for making me vomit 😐 #hatemen
154,2021-09-16 20:19:17+00:00,MayNumbah2,@Iseeyou1010 @_Kuj0uSxra How sad does someone have to search for #hatemen tweets to reply to?
155,2021-09-07 03:14:07+00:00,itsemiiary,He didn’t outright say “you’ve gotten fat” but he might as well have. :) #hatemen #dating #trash
156,2021-08-24 22:57:32+00:00,g4ytengu,@MayNumbah2 Idc anyway #Meanlesbian #hatemen
157,2021-08-23 15:13:47+00:00,cayverass,@denyjalashae #hatemen they can’t do nun right
158,2021-08-18 18:16:26+00:00,LavenderExistnt,I like non-men so if ur a man there is a 90% chance that I will hate you /hj #lesbian #stereotypical #hatemen
159,2021-08-11 20:15:43+00:00,LoisBlackmore10,"Not men thinking they are the stronger sex when their whole ass species can literally be replaced with vibrators and bone marrow 👀
#women #feminism #hatemen"
160,2021-08-08 22:32:46+00:00,simplyhansi,"If men can't control themselves seeing a women in a skirt, who let them control whole countries? 
#feminist #hatemen #facts #LGBTQ"
161,2021-07-28 02:09:20+00:00,hatemyBRATchild,"this is my younger middle child, a lot of people find him annoying at first but that's okay, he enjoys listening to Bruno mars, and really likes woman and Minecraft #hatemen 
#jumpinthecaddilac #amen https://t.co/OO8iwoh0mv"
162,2021-07-12 03:07:45+00:00,tpwklizzyyyy,#hatemen
163,2021-07-11 21:45:27+00:00,notheleax,Ce soir c est #hatemen vraiment cassez vous tous le frein c est bon
164,2021-07-10 20:55:58+00:00,jassminebebe,OMG IM NEVER GOING OUT ALONE AGAIN #hatemen
165,2021-07-09 11:31:06+00:00,HelenaGranny,Did you know that 89% of men abuse there wives EVERY DAY! #abuse #mensuck #Feminism #Men #hatemen
166,2021-07-07 21:31:17+00:00,remschild,@IoveIIanguage agreed #hatemen going strong as u should !!
167,2021-07-05 20:15:55+00:00,slpenney09,"The boys just want to get careers from this show, they all aren’t into these girls. #basic #HATEMEN"
168,2021-06-17 13:27:01+00:00,presidentjess,Did you know that 89% of men abuse there wives EVERY DAY! #abuse #mensuck #Feminism #Men #hatemen
169,2021-06-12 11:08:19+00:00,FrostAHAH,Retweet to find my oomfies🙁 #hatemen https://t.co/FZr1kmTMOz
170,2021-06-09 23:50:32+00:00,mini_misandrist,About to kick a MAN out of the study room I booked #girlboss #bossbabe #manhate #hatemen #girlsrule #boysdrool #FuckOFF!
171,2021-06-07 21:26:48+00:00,FalzonFran,My old twitter got hacked by some man who posts porn on it now soooo #hatemen
172,2021-06-04 03:15:00+00:00,Winston49640075,"@AusMiray @Trumpsta55 That's why 'feminism' UNWomen enforced the destruction of the family #HateMen. Cz they need all those daughters 'available' for use, abuse and exploitation. #WomenAreUNLiveStock"
173,2021-06-03 19:29:31+00:00,OwStans,@stoplgtbq677677 @deltalotlOW Love that for you #hatemen
174,2021-06-02 21:53:16+00:00,mxhnooorx,@Wince_x @bigballermar1 #hatemen
175,2021-05-17 00:54:53+00:00,JennyPe65245454,"I could really ruin someone’s life, by going to the police with all these pictures.. but I don’t wanna do that.. I just want this shit to stop. #HateMen"
176,2021-05-07 17:49:32+00:00,Sakshiv_,"You will never feel awful, until someone will hurt you the same way,
Or you lose somebody loving and close of yours..
#hatemen #nofeelings #noemotions #writer #writerslife #WritingCommunity #rt #retweet #FB #Twitter"
177,2021-05-04 21:40:40+00:00,JudyDuffy1980,I think i’ll be next hun! Haha🙏🏻✝️ #hatemen #wap https://t.co/8na0ShBWBi
178,2021-05-04 21:39:36+00:00,Jenniff99826452,I’m so glad I filed 😆✝️🙏🏼✌🏽💕💖😘 #hatemen #menaretrash https://t.co/P8b9J7VxAX
179,2021-05-03 13:15:35+00:00,Secret24Lover,Officially over men... honestly wtf is wrong with them?? #hatemen
180,2021-05-03 05:06:03+00:00,nba_surf,@cactusjimmy_ #barbs #periodt #misogyny #hatemen #GBVS #lgbtqforcorpse #ew
181,2021-05-02 14:04:43+00:00,SierraTMbrown,My boss just said to my co worker “it’s a good thing that you have a huge dick because you’re so goddamn stupid” #hatemen
182,2021-04-24 22:16:42+00:00,hauntedhaworthe,#hatemen
183,2021-04-20 01:28:41+00:00,KaraMicNick,@sydswag2 #hatemen
184,2021-04-18 23:06:09+00:00,theplanetmars21,PLEASE STAY SAFE❤️❤️ #staysafe #hatemen #menarestupid
185,2021-04-18 08:48:06+00:00,balamutas_,"@sexybaldchicken Aš noriu boyfriend, bet neturiu kantrybės #hatemen"
186,2021-04-14 14:38:33+00:00,GraceArchimedes,Dude on the bus was just staring at me and then winked at me. I feel gross now. #hatemen #leavemealone #scared https://t.co/K0OoTgkOXv
187,2021-04-02 15:09:35+00:00,stephanieA94,"Over the last 2 days 4 different men have whistled and made rude remarks at me...

Today when running (2 men together) 

And yesterday when I was at work in a primary school 🙄 (2 men again together) 

Fucking bollocks. #hatemen #comeatme"
188,2021-04-01 20:08:07+00:00,ogjazmin,@tonysuarez17 @selenexlozano this foo swears 😫 instead of saying sorry he’s flexing lmaooooo #hatemen
189,2021-04-01 13:46:39+00:00,yeb_sakoda,@mewmewnene @koiwaprimavera honestlyw good #hatemen
190,2021-03-30 15:47:59+00:00,chocolatemous33,Why they always gotta have so many opinions #hatemen
191,2021-03-19 23:22:40+00:00,realelrogero,I’m live on Twitch - Watch me at https://t.co/QvyfCbYOo0 #farage #brexit #curfew #coronavirus #fanclub #rocketleague #hatemen #feminism @scotters5500
192,2021-03-16 06:50:14+00:00,lildiosaxp,#hatemen
193,2021-03-13 08:37:47+00:00,luvlyquackity,#woman #WomansHistoryMonth #hatemen #Feminism  #womensrights #birthday #dsmp #mcyttwt
194,2021-03-13 00:26:11+00:00,geddolan,So the world is going to end with only women and gender neutral folk left.may as well jump off a bridge now lads 🤦‍♂️#hatemen #CurfewForMen #TooManyMen #notallmenbutallwomen
195,2021-03-12 19:47:12+00:00,Dmaxwellkloot,"@Torsvicky87 I genuinely feel like a lot of women are jumping on the #hatemen bandwagon! There’s a lot of pricks out there! Loads, but they’re not just men"
196,2021-03-10 06:59:43+00:00,maedenkitty,#hatemen
197,2021-03-04 04:01:51+00:00,sara_allard_,I feel disgusting #hatemen
198,2021-03-01 04:57:56+00:00,dspineaplepiza,Update: after asking for me not to flake he flaked on me 🙂👍 #hatemen https://t.co/Dyp3jOZVlB
199,2021-02-28 22:54:40+00:00,urmothergothel,#hatemen
